alert_id,event_id,timestamp,user_id,ip_address,country,resource_accessed,action_type,attack_type,failed_logins,data_download_mb,risk_score,anomaly_score,threat_level,recommended_action,status,created_at
A000142,E000704,2026-05-29 22:01:54,U0322,213.89.235.56,Unknown,/admin/users,login,brute_force,10,4.12,90,0.577,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000143,E000706,2026-05-18 18:38:15,U0124,52.131.23.123,North Korea,/admin/users,download,data_exfiltration,2,6508.17,81,0.625,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000144,E000711,2026-05-12 02:25:02,U0268,185.26.188.190,Belarus,/admin/users,download,geographic_anomaly,2,571.14,77,0.5491,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000145,E000718,2026-05-06 20:49:04,U0239,172.46.154.41,Australia,/api/users,update,normal,0,3.27,24,0.5584,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000146,E000720,2026-05-16 08:31:01,U0259,192.209.63.238,Belarus,/database/production,download,data_exfiltration,0,1734.73,78,0.5907,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000147,E000721,2026-06-02 19:26:23,U0044,104.157.247.36,Romania,/storage/bucket-private,download,data_exfiltration,2,1989.13,77,0.5683,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000148,E000725,2026-05-06 04:01:18,U0236,72.240.190.11,Romania,/network/firewall,download,data_exfiltration,0,1898.58,71,0.5807,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000149,E000731,2026-05-23 08:48:32,U0089,196.109.147.190,Romania,/backup/snapshots,download,data_exfiltration,0,2000.54,88,0.5642,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000150,E000734,2026-06-01 11:01:29,U0252,5.236.53.166,Romania,/network/firewall,login,brute_force,15,2.91,95,0.5743,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000151,E000740,2026-05-11 16:05:36,U0231,45.32.115.59,Unknown,/storage/bucket-private,write,geographic_anomaly,2,379.42,67,0.581,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000152,E000750,2026-05-14 07:52:49,U0195,8.103.110.170,Anonymous Proxy,/admin/settings,download,data_exfiltration,1,8431.52,99,0.6888,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000153,E000751,2026-05-13 23:57:41,U0476,192.98.142.131,Unknown,/backup/snapshots,delete,privilege_escalation,0,61.92,84,0.5879,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000154,E000754,2026-05-22 20:08:41,U0326,185.245.67.233,Romania,/network/firewall,write,privilege_escalation,0,62.43,96,0.6043,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000155,E000760,2026-05-27 17:19:07,U0296,213.206.63.37,Belarus,/vpc/security-groups,delete,privilege_escalation,3,46.77,88,0.6155,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000156,E000766,2026-05-13 07:15:24,U0324,8.252.254.47,Romania,/vpc/security-groups,delete,geographic_anomaly,3,487.91,74,0.5553,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000157,E000771,2026-05-17 17:01:28,U0407,196.183.100.112,Tor Exit Node,/iam/roles,delete,privilege_escalation,3,112.23,78,0.5846,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000158,E000773,2026-05-12 05:42:40,U0343,5.164.169.198,North Korea,/backup/snapshots,write,privilege_escalation,3,10.27,95,0.6198,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000159,E000777,2026-05-24 09:45:10,U0088,104.204.231.195,Australia,/api/data,login,normal,0,35.3,9,0.5674,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000160,E000779,2026-05-08 22:59:26,U0144,198.27.87.184,Ukraine,/admin/settings,configure,geographic_anomaly,4,17.48,66,0.5674,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000161,E000783,2026-05-07 16:59:22,U0376,172.133.198.102,Ukraine,/admin/users,configure,privilege_escalation,0,149.55,78,0.6086,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000162,E000785,2026-05-11 10:13:18,U0211,185.97.151.233,Belarus,/network/firewall,delete,geographic_anomaly,4,21.38,79,0.5452,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000163,E000792,2026-05-22 23:58:10,U0430,72.17.22.104,Tor Exit Node,/network/firewall,download,data_exfiltration,1,7430.31,94,0.6116,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000164,E000793,2026-05-08 16:27:27,U0412,52.17.139.53,Belarus,/database/production,download,data_exfiltration,1,2041.09,89,0.6116,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000165,E000797,2026-05-11 19:01:59,U0027,24.143.33.29,Spain,/compute/instances,read,normal,1,7.1,9,0.5588,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000166,E000802,2026-05-24 12:19:24,U0126,45.40.252.206,Nigeria,/network/firewall,login,brute_force,18,6.46,64,0.5838,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000167,E000814,2026-05-21 11:31:02,U0107,24.151.159.86,Romania,/database/production,write,privilege_escalation,2,7.63,88,0.6044,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000168,E000815,2026-05-29 23:24:13,U0445,91.111.149.54,Belarus,/network/firewall,download,data_exfiltration,1,5388.75,81,0.6004,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000169,E000819,2026-06-02 11:30:43,U0491,192.37.126.179,Nigeria,/backup/snapshots,download,data_exfiltration,2,6085.62,81,0.6229,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000170,E000823,2026-05-18 07:55:30,U0285,104.76.111.14,Anonymous Proxy,/iam/roles,download,data_exfiltration,2,4658.78,97,0.632,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000171,E000826,2026-05-27 03:05:27,U0282,5.151.172.191,Anonymous Proxy,/backup/snapshots,write,geographic_anomaly,1,416.49,71,0.5899,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000172,E000830,2026-05-23 00:12:29,U0141,172.28.80.112,Anonymous Proxy,/admin/settings,download,geographic_anomaly,4,541.68,60,0.5941,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000173,E000839,2026-05-21 21:10:27,U0346,192.215.244.158,North Korea,/database/production,download,data_exfiltration,1,5514.51,72,0.6193,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000174,E000842,2026-05-28 18:52:05,U0087,192.14.122.102,Ireland,/api/files,read,normal,0,62.71,26,0.5393,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000175,E000845,2026-05-28 20:28:42,U0133,172.234.131.137,Belarus,/admin/users,download,data_exfiltration,0,3384.84,87,0.6296,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000176,E000846,2026-06-02 20:16:41,U0281,198.138.50.110,Ukraine,/admin/settings,delete,privilege_escalation,1,59.7,88,0.6004,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000177,E000848,2026-05-26 19:18:21,U0277,8.69.65.251,Anonymous Proxy,/database/production,download,data_exfiltration,0,8743.63,88,0.6406,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000178,E000849,2026-05-17 04:01:39,U0453,196.29.93.142,Anonymous Proxy,/iam/roles,download,data_exfiltration,1,2296.61,85,0.5563,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000179,E000853,2026-05-22 23:58:15,U0207,8.15.2.230,United Kingdom,/api/data,upload,normal,2,44.33,12,0.5617,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000180,E000861,2026-05-06 18:59:03,U0293,5.129.233.43,Unknown,/backup/snapshots,configure,geographic_anomaly,3,59.88,72,0.5407,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000181,E000863,2026-06-01 17:39:26,U0231,185.98.64.223,Romania,/admin/settings,download,data_exfiltration,1,7894.84,76,0.6557,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000182,E000867,2026-05-18 07:22:08,U0477,5.155.163.117,Anonymous Proxy,/storage/bucket-private,login,brute_force,18,9.9,81,0.6098,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000183,E000871,2026-05-18 23:17:15,U0439,172.93.169.160,Unknown,/vpc/security-groups,write,geographic_anomaly,4,402.9,72,0.6192,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000184,E000875,2026-05-10 04:26:12,U0305,198.214.70.234,North Korea,/network/firewall,login,brute_force,19,8.22,57,0.5944,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000185,E000879,2026-06-02 17:48:56,U0218,192.213.136.35,Belarus,/admin/settings,configure,geographic_anomaly,3,300.79,52,0.5987,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000186,E000881,2026-05-07 07:03:31,U0213,104.150.183.231,Singapore,/api/users,download,normal,0,23.37,19,0.5441,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000187,E000896,2026-05-27 23:22:06,U0036,213.89.145.30,Ukraine,/admin/users,login,brute_force,18,0.53,51,0.62,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000188,E000911,2026-05-17 11:29:00,U0132,5.188.171.98,Tor Exit Node,/storage/bucket-private,delete,privilege_escalation,3,113.45,71,0.5816,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000189,E000912,2026-05-10 05:24:19,U0426,64.222.233.192,Norway,/api/users,download,normal,0,6.15,17,0.5434,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000190,E000914,2026-05-16 06:04:35,U0474,192.251.172.36,Romania,/vpc/security-groups,configure,geographic_anomaly,4,505.77,81,0.5948,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000191,E000922,2026-05-09 19:43:04,U0216,24.43.80.55,United Kingdom,/storage/bucket-public,update,normal,0,8.15,14,0.5565,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000192,E000924,2026-05-20 21:58:28,U0398,185.44.247.152,Romania,/iam/roles,delete,privilege_escalation,1,122.7,100,0.5805,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000193,E000936,2026-05-20 13:52:14,U0314,185.216.118.116,Anonymous Proxy,/vpc/security-groups,write,privilege_escalation,1,196.92,69,0.6309,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000194,E000951,2026-05-15 21:49:59,U0299,172.79.45.93,North Korea,/admin/users,download,data_exfiltration,0,2462.78,87,0.5711,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000195,E000965,2026-05-08 19:44:33,U0489,104.129.175.29,Tor Exit Node,/vpc/security-groups,configure,privilege_escalation,1,59.63,97,0.6196,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000196,E000969,2026-05-14 17:39:42,U0322,198.31.201.175,North Korea,/vpc/security-groups,login,brute_force,12,2.68,69,0.559,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000197,E000971,2026-05-23 10:55:54,U0320,185.89.38.7,Belarus,/vpc/security-groups,delete,privilege_escalation,1,66.1,84,0.5914,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000198,E000972,2026-05-21 06:49:53,U0208,192.82.80.92,Belarus,/admin/settings,download,geographic_anomaly,4,431.62,61,0.5792,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000199,E000975,2026-05-05 21:59:14,U0323,5.93.164.229,Anonymous Proxy,/admin/users,delete,privilege_escalation,3,49.29,64,0.63,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000200,E000985,2026-05-04 21:54:57,U0394,104.16.39.211,North Korea,/admin/settings,login,brute_force,16,8.88,74,0.6011,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000201,E000990,2026-05-11 20:31:07,U0053,198.183.37.50,Ukraine,/admin/settings,download,data_exfiltration,0,1551.93,90,0.5962,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000202,E000992,2026-05-08 16:59:22,U0342,5.127.48.156,Ukraine,/backup/snapshots,download,data_exfiltration,1,4537.49,83,0.5955,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000203,E001005,2026-06-02 16:33:05,U0240,5.66.201.107,Romania,/network/firewall,download,data_exfiltration,1,5974.57,87,0.6231,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000204,E001006,2026-05-18 22:59:25,U0444,91.86.121.94,Nigeria,/database/production,configure,privilege_escalation,3,125.61,65,0.6102,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000205,E001016,2026-05-23 05:22:55,U0379,5.119.129.77,Belarus,/database/production,download,data_exfiltration,2,8901.53,98,0.6529,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000206,E001022,2026-05-13 22:48:26,U0487,24.161.248.166,Nigeria,/storage/bucket-private,write,geographic_anomaly,1,386.35,67,0.5606,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000207,E001023,2026-05-31 14:22:42,U0439,104.205.83.228,Germany,/storage/bucket-public,list,normal,0,31.33,5,0.5441,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000208,E001025,2026-05-21 02:21:40,U0233,196.254.103.32,Romania,/iam/roles,download,data_exfiltration,1,7816.33,73,0.6292,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000209,E001035,2026-05-18 01:52:40,U0426,52.182.228.68,Anonymous Proxy,/vpc/security-groups,login,brute_force,11,0.52,56,0.5921,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000210,E001040,2026-05-16 11:12:25,U0346,52.30.66.178,Nigeria,/backup/snapshots,download,data_exfiltration,1,7438.58,90,0.6159,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000211,E001044,2026-05-23 16:50:34,U0181,5.171.170.143,Nigeria,/admin/users,delete,privilege_escalation,3,53.86,66,0.6062,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000212,E001060,2026-05-05 19:48:38,U0423,45.76.125.23,Unknown,/database/production,download,data_exfiltration,2,5771.4,71,0.6159,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000213,E001073,2026-05-12 23:58:15,U0424,196.3.130.219,Belarus,/backup/snapshots,download,data_exfiltration,1,5336.68,84,0.6333,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000214,E001077,2026-05-12 00:58:38,U0114,91.24.185.232,Anonymous Proxy,/storage/bucket-private,write,privilege_escalation,3,35.69,78,0.6245,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000215,E001094,2026-05-18 06:33:34,U0101,8.149.123.185,Belarus,/network/firewall,login,brute_force,8,7.89,86,0.5574,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000216,E001095,2026-05-08 10:38:38,U0116,198.220.131.171,Romania,/backup/snapshots,configure,privilege_escalation,3,37.52,78,0.6013,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000217,E001097,2026-05-18 10:54:29,U0237,45.179.167.165,North Korea,/admin/users,download,geographic_anomaly,4,261.41,92,0.5578,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000218,E001100,2026-05-21 18:03:14,U0065,72.138.46.42,Singapore,/compute/instances,download,normal,0,2.2,7,0.544,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000219,E001113,2026-05-26 14:56:53,U0435,104.61.42.238,Romania,/network/firewall,delete,geographic_anomaly,4,130.18,89,0.5416,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000220,E001117,2026-05-19 17:07:36,U0358,24.36.77.9,Anonymous Proxy,/admin/settings,login,brute_force,11,6.26,72,0.5927,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000221,E001119,2026-05-21 15:15:11,U0040,8.245.68.47,Ukraine,/iam/roles,delete,geographic_anomaly,3,574.67,58,0.5486,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000222,E001134,2026-05-18 08:45:24,U0052,45.50.211.241,North Korea,/admin/settings,login,brute_force,18,0.03,76,0.6187,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000223,E001135,2026-05-28 10:28:45,U0417,192.133.83.9,Singapore,/storage/bucket-public,logout,normal,0,42.52,9,0.544,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000224,E001141,2026-05-17 00:54:04,U0461,192.61.121.158,Ukraine,/backup/snapshots,delete,privilege_escalation,0,168.46,97,0.6076,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000225,E001148,2026-05-17 16:32:24,U0280,185.66.41.66,Belarus,/admin/settings,configure,privilege_escalation,2,126.7,94,0.6325,Critical,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000226,E001149,2026-05-22 06:48:18,U0294,198.145.182.127,Tor Exit Node,/admin/users,download,data_exfiltration,2,6682.73,78,0.632,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000227,E001155,2026-05-09 09:43:37,U0110,196.189.220.240,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,0,3997.59,80,0.6018,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000228,E001158,2026-05-24 21:21:22,U0366,196.215.96.176,Tor Exit Node,/admin/settings,download,data_exfiltration,0,5335.12,85,0.6009,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000229,E001163,2026-05-07 05:12:49,U0449,52.247.3.6,Belarus,/backup/snapshots,configure,privilege_escalation,2,194.81,78,0.6097,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000230,E001166,2026-05-22 02:10:58,U0231,192.239.196.98,Anonymous Proxy,/vpc/security-groups,download,data_exfiltration,1,6410.51,85,0.6511,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000231,E001169,2026-05-17 21:05:45,U0491,185.31.128.45,Belarus,/backup/snapshots,login,brute_force,15,7.18,82,0.5871,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000232,E001173,2026-05-15 10:46:44,U0214,8.163.31.144,Unknown,/storage/bucket-private,configure,privilege_escalation,1,150.03,81,0.6079,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000233,E001178,2026-05-19 23:49:43,U0165,196.25.4.79,Nigeria,/backup/snapshots,download,data_exfiltration,0,2332.49,88,0.5541,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000234,E001179,2026-05-16 12:25:45,U0089,72.201.102.149,North Korea,/admin/settings,download,data_exfiltration,2,6309.04,61,0.5985,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000235,E001183,2026-05-10 15:46:14,U0206,91.67.128.55,Unknown,/admin/users,configure,geographic_anomaly,2,553.04,70,0.5839,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000236,E001190,2026-05-12 02:35:41,U0116,45.13.21.155,Belarus,/storage/bucket-private,download,data_exfiltration,0,7391.77,76,0.638,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000237,E001193,2026-05-04 02:46:57,U0300,185.201.141.2,Nigeria,/database/production,configure,privilege_escalation,1,50.23,87,0.5878,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000238,E001207,2026-05-20 02:41:59,U0155,104.31.71.184,Nigeria,/database/production,delete,privilege_escalation,3,118.87,76,0.5822,High,Temporarily lock account,OPEN,2026-06-02 21:49:52
A000239,E001209,2026-05-26 18:06:31,U0498,104.132.89.190,Australia,/api/files,login,normal,0,0.11,19,0.5436,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000240,E001215,2026-05-05 23:52:54,U0126,72.185.215.20,United Kingdom,/vpc/security-groups,download,normal,0,28.46,26,0.5705,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000241,E001218,2026-05-15 04:17:40,U0223,185.31.61.162,North Korea,/backup/snapshots,download,data_exfiltration,2,8204.76,69,0.6393,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000242,E001219,2026-05-14 14:38:49,U0439,192.57.138.176,Spain,/api/files,download,normal,0,121.14,1,0.5746,Low,Monitor activity,OPEN,2026-06-02 21:49:52
A000243,E001221,2026-05-08 06:11:40,U0464,198.73.65.219,North Korea,/vpc/security-groups,login,brute_force,17,3.44,89,0.6014,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000244,E001222,2026-05-08 08:33:41,U0027,196.36.35.29,Nigeria,/database/production,write,privilege_escalation,0,183.68,62,0.6093,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000245,E001227,2026-05-24 04:34:41,U0257,72.9.93.169,Tor Exit Node,/vpc/security-groups,login,brute_force,15,8.32,70,0.5794,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000246,E001233,2026-05-09 08:10:45,U0029,24.242.71.33,Belarus,/admin/settings,download,data_exfiltration,1,6538.76,84,0.634,Critical,Terminate session,OPEN,2026-06-02 21:49:52
A000247,E001235,2026-05-07 22:23:50,U0026,196.152.100.82,Romania,/iam/roles,write,privilege_escalation,3,194.64,67,0.6185,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000248,E001238,2026-05-20 03:32:01,U0136,72.197.147.149,Romania,/database/production,login,brute_force,13,2.63,81,0.5427,Critical,Block IP address,OPEN,2026-06-02 21:49:52
A000249,E001243,2026-06-01 01:44:56,U0328,64.246.206.2,Nigeria,/iam/roles,configure,geographic_anomaly,4,397.74,65,0.5603,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
A000250,E001249,2026-05-17 03:16:45,U0076,196.112.126.17,Unknown,/admin/users,write,geographic_anomaly,3,280.19,64,0.5911,Medium,Require MFA verification,OPEN,2026-06-02 21:49:52
